stratum	canonical	uuid	name	sec_citation_uuid	sec_title
A_many_sec	Azolla filiculoides	e325d31c-8814-4fca-8073-ed39a50f41e4	Azolla filiculoides Lam.	6eeeeacc-1da9-4839-98d6-3169c4237ecd	TUTIN et al.: Flora Europaea
A_many_sec	Azolla filiculoides	f80c3cd0-a38a-4d92-9cde-aa1234c9a60b	Azolla filiculoides Lam.	87ed3300-5846-4ff1-809c-eb289aec54d8	Schubert & Vent 1990
A_many_sec	Bryonia alba	3b2dd5ff-abef-4d55-a660-79d51ba9118f	Bryonia alba L.	0f11a41f-8827-49dc-82df-4b02ad96d33e	HEGI: Illustrierte Flora von Mitteleuropa, Aufl. 2 u. 3
A_many_sec	Bryonia alba	4a9a9346-7c24-4953-878b-57cd26c437f8	Bryonia alba L.	87ed3300-5846-4ff1-809c-eb289aec54d8	Schubert & Vent 1990
A_many_sec	Bryonia alba	63796eaa-bdbd-416d-aa57-a97ed5894876	Bryonia alba L.	88892c5c-755c-4f98-970a-7974bb456afc	Greuter & al.: Med-Checklist bisher Bde. 1, 3 und 4
A_many_sec	Bryonia alba	90aa18c5-72c4-4ba1-b453-4c4ce126a63a	Bryonia alba L.	060afae5-76ef-44a7-921f-1202685ef351	Wisskirchen & Haeupler 1998
A_many_sec	Bryonia alba	97fad5bb-30dd-4571-9889-e092a07c296f	Bryonia alba L.	ca735e89-ca5c-4381-8e4a-693e6467fde0	OBERDORFER: Pflanzensoziologische Exkursionsflora, ed. 7
A_many_sec	Bryonia alba	a63b177e-ecf4-4e88-82d9-c3e5d0a87206	Bryonia alba L.	8b86a7f4-3586-4402-9d7a-54e9161ed4fd	SCHMEIL-FITSCHEN: Flora von Deutschland und angrenzenden Ländern, 89. Aufl
A_many_sec	Bryonia alba	bb5fe781-06e5-400b-861e-de2119c869f0	Bryonia alba L.	6eeeeacc-1da9-4839-98d6-3169c4237ecd	TUTIN et al.: Flora Europaea
A_many_sec	Bryonia alba	c5651dcb-66cf-4bf6-89fb-4280945ffd68	Bryonia alba L.	790d6644-39f3-4173-ae6c-ec6cbf951a10	EHRENDORFER: Liste der Gefäßpflanzen Mitteleuropas, 2. Aufl
A_many_sec	Cerastium latifolium	07199dc7-cee2-4a0a-88f5-6f2ef2bab83d	Cerastium latifolium L.	ca735e89-ca5c-4381-8e4a-693e6467fde0	OBERDORFER: Pflanzensoziologische Exkursionsflora, ed. 7
A_many_sec	Cerastium latifolium	19cf3be2-4d2f-4f9d-9f5b-f7111dce4b22	Cerastium latifolium L.	88892c5c-755c-4f98-970a-7974bb456afc	Greuter & al.: Med-Checklist bisher Bde. 1, 3 und 4
A_many_sec	Cerastium latifolium	21c4f55f-fc40-486c-89f1-23fea448a636	Cerastium latifolium L.	87ed3300-5846-4ff1-809c-eb289aec54d8	Schubert & Vent 1990
A_many_sec	Cerastium latifolium	6924e33e-82a1-4a69-8028-d170ca8ba98b	Cerastium latifolium L.	790d6644-39f3-4173-ae6c-ec6cbf951a10	EHRENDORFER: Liste der Gefäßpflanzen Mitteleuropas, 2. Aufl
A_many_sec	Cerastium latifolium	a77cfbbc-e630-4e6a-a006-5985e2c5d4a6	Cerastium latifolium L.	8b86a7f4-3586-4402-9d7a-54e9161ed4fd	SCHMEIL-FITSCHEN: Flora von Deutschland und angrenzenden Ländern, 89. Aufl
A_many_sec	Cerastium latifolium	be14d2e6-707a-4b07-a459-45a3e0b3bb3c	Cerastium latifolium L.	0f11a41f-8827-49dc-82df-4b02ad96d33e	HEGI: Illustrierte Flora von Mitteleuropa, Aufl. 2 u. 3
A_many_sec	Cerastium latifolium	e20b1001-1438-4c57-9bc7-4be0e1a233e8	Cerastium latifolium L.	6eeeeacc-1da9-4839-98d6-3169c4237ecd	TUTIN et al.: Flora Europaea
A_many_sec	Cerastium latifolium	f4077c52-45f0-491e-ab14-098f3f5c40a4	Cerastium latifolium L.	060afae5-76ef-44a7-921f-1202685ef351	Wisskirchen & Haeupler 1998
A_many_sec	Gymnocarpium robertianum	0f442c65-3992-4f15-881d-0c8dcbdaae40	Gymnocarpium robertianum (Hoffm.) Newman	0f11a41f-8827-49dc-82df-4b02ad96d33e	HEGI: Illustrierte Flora von Mitteleuropa, Aufl. 2 u. 3
A_many_sec	Gymnocarpium robertianum	2707e523-b256-47a5-82a3-42aa5550113c	Gymnocarpium robertianum (Hoffm.) Newman	060afae5-76ef-44a7-921f-1202685ef351	Wisskirchen & Haeupler 1998
A_many_sec	Gymnocarpium robertianum	4b739456-98dd-498c-bca9-65dca1962d3b	Gymnocarpium robertianum (Hoffm.) Newman	88892c5c-755c-4f98-970a-7974bb456afc	Greuter & al.: Med-Checklist bisher Bde. 1, 3 und 4
